Company,LTP (₹),Market Cap (Cr),Volume,Links,Ticker
KNR Constructions Ltd.,237.25,"6,672","10,16,614",https://www.etmoney.com/stocks/knr-constructions-ltd/1490,KNRCON
Gokaldas Exports Ltd.,932.95,"6,667","2,27,584",https://www.etmoney.com/stocks/gokaldas-exports-ltd/2703,GOKEX
Tamilnad Mercantile Bank Ltd.,419.20,"6,638","43,079",https://www.etmoney.com/stocks/tamilnad-mercantile-bank-ltd/4205,TMB
FDC Ltd.,406.45,"6,617","1,44,431",https://www.etmoney.com/stocks/fdc-ltd/1855,FDC
Route Mobile Ltd.,"1,046.60","6,593","1,27,405",https://www.etmoney.com/stocks/route-mobile-ltd/1571,ROUTE
Gujarat Pipavav Port Ltd.,136.15,"6,582","13,72,871",https://www.etmoney.com/stocks/gujarat-pipavav-port-ltd/2544,GPPL
PNC Infratech Ltd.,254.85,"6,538","5,84,541",https://www.etmoney.com/stocks/pnc-infratech-ltd/2185,PNCINFRA
Shaily Engineering Plastics Ltd.,"1,424.50","6,534","69,123",https://www.etmoney.com/stocks/shaily-engineering-plastics-ltd/246,SHAILY
Kirloskar Pneumatic Company Ltd.,"1,000.95","6,495","1,13,430",https://www.etmoney.com/stocks/kirloskar-pneumatic-company-ltd/1961,KIRLPNU
Nesco Ltd.,917.90,"6,468","46,243",https://www.etmoney.com/stocks/nesco-ltd/1523,NESCO
RattanIndia Enterprises Ltd.,46.69,"6,454","18,42,787",https://www.etmoney.com/stocks/rattanindia-enterprises-ltd/704,RTNINDIA
Shree Renuka Sugars Ltd.,30.30,"6,449","59,39,174",https://www.etmoney.com/stocks/shree-renuka-sugars-ltd/2495,RENUKA
Mahindra Holidays & Resorts India Ltd.,318.95,"6,443","77,987",https://www.etmoney.com/stocks/mahindra-holidays-and-resorts-india-ltd/1769,MHRIL
Shilpa Medicare Ltd.,658.05,"6,435","2,19,781",https://www.etmoney.com/stocks/shilpa-medicare-ltd/2701,SHILPAMED
Welspun Enterprises Ltd.,464.00,"6,421","4,99,489",https://www.etmoney.com/stocks/welspun-enterprises-ltd/356,WELENT
Dilip Buildcon Ltd.,439.05,"6,420","4,36,179",https://www.etmoney.com/stocks/dilip-buildcon-ltd/1549,DBL
Karnataka Bank Ltd.,169.83,"6,418","13,30,200",https://www.etmoney.com/stocks/karnataka-bank-ltd/1017,KTKBANK
Greaves Cotton Ltd.,274.25,"6,376","45,48,980",https://www.etmoney.com/stocks/greaves-cotton-ltd/2121,GREAVESCOT
MOIL Ltd.,313.30,"6,375","9,32,165",https://www.etmoney.com/stocks/moil-ltd/2262,MOIL
PDS Ltd.,451.30,"6,375","98,183",https://www.etmoney.com/stocks/pds-ltd/718,PDSL
Man Infraconstruction Ltd.,169.56,"6,363","5,12,373",https://www.etmoney.com/stocks/man-infraconstruction-ltd/539,MANINFRA
Keystone Realtors Ltd.,503.30,"6,343","50,470",https://www.etmoney.com/stocks/keystone-realtors-ltd/4255,RUSTOMJEE
South Indian Bank Ltd.,24.18,"6,326","65,20,696",https://www.etmoney.com/stocks/south-indian-bank-ltd/712,SOUTHBANK
Manorama Industries Ltd.,"1,057.65","6,303","62,136",https://www.etmoney.com/stocks/manorama-industries-ltd/3086,MANORAMA
Lloyds Enterprises Ltd.,49.55,"6,303","51,85,185",https://www.etmoney.com/stocks/lloyds-enterprises-ltd/3003,LLOYDSENT
Sterling and Wilson Renewable Energy Ltd.,267.50,"6,246","33,04,306",https://www.etmoney.com/stocks/sterling-and-wilson-renewable-energy-ltd/1635,SWSOLAR
HMT Ltd.,51.84,"6,242","11,581",https://www.etmoney.com/stocks/hmt-ltd/3658,HMT
V-Mart Retail Ltd.,"3,146.75","6,230","30,637",https://www.etmoney.com/stocks/v-mart-retail-ltd/548,VMART
Electrosteel Castings Ltd.,100.35,"6,203","31,38,967",https://www.etmoney.com/stocks/electrosteel-castings-ltd/220,ELECTCAST
Ujjivan Small Finance Bank Ltd.,31.97,"6,186","1,33,22,981",https://www.etmoney.com/stocks/ujjivan-small-finance-bank-ltd/2618,UJJIVANSFB
The Anup Engineering Ltd.,"3,087.65","6,183","1,17,070",https://www.etmoney.com/stocks/the-anup-engineering-ltd/1826,ANUP
Power Mech Projects Ltd.,"1,955.20","6,182","1,04,880",https://www.etmoney.com/stocks/power-mech-projects-ltd/1817,POWERMECH
KRBL Ltd.,270.05,"6,181","2,03,071",https://www.etmoney.com/stocks/krbl-ltd/676,KRBL
Voltamp Transformers Ltd.,"6,105.45","6,177","92,612",https://www.etmoney.com/stocks/voltamp-transformers-ltd/1160,VOLTAMP
Prism Johnson Ltd.,121.55,"6,118","3,49,068",https://www.etmoney.com/stocks/prism-johnson-ltd/436,PRSMJOHNSN
NIIT Learning Systems Ltd.,448.55,"6,101","56,033",https://www.etmoney.com/stocks/niit-learning-systems-ltd/4416,NIITMTS
Dodla Dairy Ltd.,"1,011.05","6,099","15,948",https://www.etmoney.com/stocks/dodla-dairy-ltd/3126,DODLA
Privi Speciality Chemicals Ltd.,"1,560.80","6,097","25,131",https://www.etmoney.com/stocks/privi-speciality-chemicals-ltd/2725,PRIVISCL
Balu Forge Industries Ltd.,550.25,"6,022","12,10,194",https://www.etmoney.com/stocks/balu-forge-industries-ltd/2405,BALUFORGE
Astra Microwave Products Ltd.,633.20,"6,012","1,62,339",https://www.etmoney.com/stocks/astra-microwave-products-ltd/1960,ASTRAMICRO
Technocraft Industries (India) Ltd.,"2,651.10","6,011","3,551",https://www.etmoney.com/stocks/technocraft-industries-india-ltd/2192,TIIL
Dhanuka Agritech Ltd.,"1,331.65","6,003","12,594",https://www.etmoney.com/stocks/dhanuka-agritech-ltd/1496,DHANUKA
Indo Count Industries Ltd.,302.90,"5,999","3,57,593",https://www.etmoney.com/stocks/indo-count-industries-ltd/2284,ICIL
Ethos Ltd.,"2,444.30","5,984","23,903",https://www.etmoney.com/stocks/ethos-ltd/4099,ETHOSLTD
TVS Supply Chain Solutions Ltd.,135.02,"5,957","32,00,845",https://www.etmoney.com/stocks/tvs-supply-chain-solutions-ltd/4417,TVSSCS
Sunteck Realty Ltd.,403.70,"5,914","4,22,173",https://www.etmoney.com/stocks/sunteck-realty-ltd/1655,SUNTECK
GHCL Ltd.,613.25,"5,872","1,60,720",https://www.etmoney.com/stocks/ghcl-ltd/1294,GHCL
Sundaram Finance Holdings Ltd.,263.40,"5,850","55,921",https://www.etmoney.com/stocks/sundaram-finance-holdings-ltd/233,SUNDARMHLD
RateGain Travel Technologies Ltd.,495.90,"5,849","17,30,041",https://www.etmoney.com/stocks/rategain-travel-technologies-ltd/3971,RATEGAIN
Suprajit Engineering Ltd.,419.85,"5,822","78,043",https://www.etmoney.com/stocks/suprajit-engineering-ltd/1089,SUPRAJIT
Texmaco Rail & Engineering Ltd.,145.68,"5,819","23,19,398",https://www.etmoney.com/stocks/texmaco-rail-and-engineering-ltd/2066,TEXRAIL
Shoppers Stop Ltd.,528.55,"5,817","49,964",https://www.etmoney.com/stocks/shoppers-stop-ltd/1285,SHOPERSTOP
Strides Pharma Science Ltd.,628.45,"5,792","10,75,487",https://www.etmoney.com/stocks/strides-pharma-science-ltd/1208,STAR
ICRA Ltd.,"5,982.05","5,773","4,254",https://www.etmoney.com/stocks/icra-ltd/1622,ICRA
Ashoka Buildcon Ltd.,204.10,"5,730","33,04,121",https://www.etmoney.com/stocks/ashoka-buildcon-ltd/2130,ASHOKA
Arvind Fashions Ltd.,428.25,"5,708","7,42,252",https://www.etmoney.com/stocks/arvind-fashions-ltd/468,ARVINDFASN
Protean eGov Technologies Ltd.,"1,405.10","5,696","4,61,129",https://www.etmoney.com/stocks/protean-egov-technologies-ltd/4487,PROTEAN
Infibeam Avenues Ltd.,20.35,"5,676","96,06,784",https://www.etmoney.com/stocks/infibeam-avenues-ltd/1637,INFIBEAM
Gulf Oil Lubricants India Ltd.,"1,149.95","5,670","2,22,567",https://www.etmoney.com/stocks/gulf-oil-lubricants-india-ltd/171,GULFOILLUB
eMudhra Ltd.,681.75,"5,646","1,24,800",https://www.etmoney.com/stocks/emudhra-ltd/4102,EMUDHRA
Responsive Industries Ltd.,210.90,"5,623","12,96,989",https://www.etmoney.com/stocks/responsive-industries-ltd/1463,RESPONIND
Thomas Cook (India) Ltd.,119.48,"5,620","24,77,909",https://www.etmoney.com/stocks/thomas-cook-india-ltd/2391,THOMASCOOK
LE Travenues Technology Ltd.,143.41,"5,595","29,66,209",https://www.etmoney.com/stocks/le-travenues-technology-ltd/4757,IXIGO
Entero Healthcare Solutions Ltd.,"1,260.25","5,481","33,145",https://www.etmoney.com/stocks/entero-healthcare-solutions-ltd/4551,ENTERO
Mahindra Lifespace Developers Ltd.,352.60,"5,468","4,52,003",https://www.etmoney.com/stocks/mahindra-lifespace-developers-ltd/772,MAHLIFE
Puravankara Ltd.,227.85,"5,403","2,33,141",https://www.etmoney.com/stocks/puravankara-ltd/2744,PURVA
Sundaram-Clayton Ltd.,"2,433.45","5,365","17,466",https://www.etmoney.com/stocks/sundaram-clayton-ltd/4527,SUNCLAY
Thangamayil Jewellery Ltd.,"1,719.05","5,346","26,273",https://www.etmoney.com/stocks/thangamayil-jewellery-ltd/463,THANGAMAYL
Laxmi Organic Industries Ltd.,192.71,"5,339","4,64,763",https://www.etmoney.com/stocks/laxmi-organic-industries-ltd/2397,LXCHEM
KRN Heat Exchanger and Refrigeration Ltd.,854.45,"5,311","44,18,112",https://www.etmoney.com/stocks/krn-heat-exchanger-and-refrigeration-ltd/4903,KRN
RattanIndia Power Ltd.,9.84,"5,284","1,19,79,250",https://www.etmoney.com/stocks/rattanindia-power-ltd/721,RTNPOWER
Senco Gold Ltd.,322.20,"5,271","11,87,868",https://www.etmoney.com/stocks/senco-gold-ltd/4397,SENCO
Pricol Ltd.,430.35,"5,245","9,98,161",https://www.etmoney.com/stocks/pricol-ltd/4,PRICOLLTD
Bansal Wire Industries Ltd.,334.95,"5,244","1,07,095",https://www.etmoney.com/stocks/bansal-wire-industries-ltd/4777,BANSALWIRE
Unimech Aerospace and Manufacturing Ltd.,"1,029.95","5,238","2,13,662",https://www.etmoney.com/stocks/unimech-aerospace-and-manufacturing-ltd/4977,UNIMECH
Juniper Hotels Ltd.,233.05,"5,185","4,00,147",https://www.etmoney.com/stocks/juniper-hotels-ltd/4559,JUNIPER
Archean Chemical Industries Ltd.,417.20,"5,149","12,17,515",https://www.etmoney.com/stocks/archean-chemical-industries-ltd/4248,ACI
Aditya Vision Ltd.,399.00,"5,134","82,512",https://www.etmoney.com/stocks/aditya-vision-ltd/2458,AVL
TD Power Systems Ltd.,328.30,"5,128","7,17,300",https://www.etmoney.com/stocks/td-power-systems-ltd/1925,TDPOWERSYS
Kaveri Seed Company Ltd.,995.35,"5,120","1,56,526",https://www.etmoney.com/stocks/kaveri-seed-company-ltd/202,KSCL
Supriya Lifescience Ltd.,634.70,"5,108","2,68,469",https://www.etmoney.com/stocks/supriya-lifescience-ltd/3989,SUPRIYA
Indigo Paints Ltd.,"1,069.75","5,096","67,498",https://www.etmoney.com/stocks/indigo-paints-ltd/2427,INDIGOPNTS
VST Industries Ltd.,299.45,"5,086","2,78,605",https://www.etmoney.com/stocks/vst-industries-ltd/850,VSTIND
J Kumar Infraprojects Ltd.,671.75,"5,083","1,42,650",https://www.etmoney.com/stocks/j-kumar-infraprojects-ltd/1877,JKIL
CSB Bank Ltd.,290.95,"5,048","1,26,057",https://www.etmoney.com/stocks/csb-bank-ltd/2233,CSBBANK
V2 Retail Ltd.,"1,453.90","5,029","1,19,108",https://www.etmoney.com/stocks/v2-retail-ltd/568,V2RETAIL
Electronics Mart India Ltd.,130.42,"5,018","2,30,607",https://www.etmoney.com/stocks/electronics-mart-india-ltd/4213,EMIL
Refex Industries Ltd.,388.30,"5,016","2,02,497",https://www.etmoney.com/stocks/refex-industries-ltd/400,REFEX
GMM Pfaudler Ltd.,"1,113.75","5,007","63,402",https://www.etmoney.com/stocks/gmm-pfaudler-ltd/1417,GMMPFAUDLR
Surya Roshni Ltd.,229.85,"5,002","3,99,203",https://www.etmoney.com/stocks/surya-roshni-ltd/417,SURYAROSNI
JK Paper Ltd.,294.40,"4,987","15,49,222",https://www.etmoney.com/stocks/jk-paper-ltd/1216,JKPAPER
Mishra Dhatu Nigam Ltd.,265.65,"4,977","4,77,258",https://www.etmoney.com/stocks/mishra-dhatu-nigam-ltd/1686,MIDHANI
Sky Gold Ltd.,337.70,"4,954","3,47,577",https://www.etmoney.com/stocks/sky-gold-ltd/4298,SKYGOLD
Sharda Cropchem Ltd.,542.90,"4,898","1,17,850",https://www.etmoney.com/stocks/sharda-cropchem-ltd/789,SHARDACROP
Tilaknagar Industries Ltd.,252.70,"4,893","8,84,084",https://www.etmoney.com/stocks/tilaknagar-industries-ltd/1116,TI
Unichem Laboratories Ltd.,694.80,"4,892","61,960",https://www.etmoney.com/stocks/unichem-laboratories-ltd/487,UNICHEMLAB
MPS Ltd.,"2,854.40","4,883","43,785",https://www.etmoney.com/stocks/mps-ltd/2611,MPSLTD
Gujarat Ambuja Exports Ltd.,106.41,"4,881","4,15,810",https://www.etmoney.com/stocks/gujarat-ambuja-exports-ltd/161,GAEL
IFB Industries Ltd.,"1,199.80","4,861","1,06,708",https://www.etmoney.com/stocks/ifb-industries-ltd/1440,IFBIND
Rajesh Exports Ltd.,164.58,"4,859","6,81,758",https://www.etmoney.com/stocks/rajesh-exports-ltd/270,RAJESHEXPO
Diamond Power Infrastructure Ltd.,91.42,"4,818","90,247",https://www.etmoney.com/stocks/diamond-power-infrastructure-ltd/3605,DIACABS
Inox Green Energy Services Ltd.,131.03,"4,809","34,10,245",https://www.etmoney.com/stocks/inox-green-energy-services-ltd/4253,INOXGREEN
India Tourism Development Corporation Ltd.,557.10,"4,778","4,33,926",https://www.etmoney.com/stocks/india-tourism-development-corporation-ltd/312,ITDC
Websol Energy Systems Ltd.,"1,131.10","4,774","3,99,434",https://www.etmoney.com/stocks/websol-energy-systems-ltd/2832,WEBELSOLAR
Share India Securities Ltd.,216.82,"4,731","4,69,815",https://www.etmoney.com/stocks/share-india-securities-ltd/481,SHAREINDIA
Awfis Space Solutions Ltd,663.55,"4,700","4,50,626",https://www.etmoney.com/stocks/awfis-space-solutions-ltd/4751,AWFIS
VIP Industries Ltd.,328.85,"4,670","2,76,417",https://www.etmoney.com/stocks/vip-industries-ltd/1872,VIPIND
Innova Captab Ltd.,813.60,"4,656","66,538",https://www.etmoney.com/stocks/innova-captab-ltd/4525,INNOVACAP
Neogen Chemicals Ltd.,"1,763.10","4,651","48,726",https://www.etmoney.com/stocks/neogen-chemicals-ltd/18,NEOGEN
SIS Ltd.,322.60,"4,651","65,099",https://www.etmoney.com/stocks/sis-ltd/1829,SIS
Orient Electric Ltd.,213.55,"4,556","1,52,664",https://www.etmoney.com/stocks/orient-electric-ltd/1055,ORIENTELEC
Sterlite Technologies Ltd.,93.34,"4,554","16,13,204",https://www.etmoney.com/stocks/sterlite-technologies-ltd/480,STLTECH
Heidelberg Cement India Ltd.,200.79,"4,550","1,24,454",https://www.etmoney.com/stocks/heidelberg-cement-india-ltd/449,HEIDELBERG
AGI Greenpac Ltd.,702.10,"4,542","2,82,855",https://www.etmoney.com/stocks/agi-greenpac-ltd/2654,AGI
Balaji Amines Ltd.,"1,396.75","4,526","74,160",https://www.etmoney.com/stocks/balaji-amines-ltd/20,BALAMINES
Sharda Motor Industries Ltd.,"1,569.15","4,504","21,814",https://www.etmoney.com/stocks/sharda-motor-industries-ltd/1836,SHARDAMOTR
Go Fashion (India) Ltd.,831.70,"4,492","23,040",https://www.etmoney.com/stocks/go-fashion-india-ltd/3932,GOCOLORS
Johnson Controls-Hitachi Air Conditioning India Ltd.,"1,640.80","4,461","46,777",https://www.etmoney.com/stocks/johnson-controls-hitachi-air-conditioning-india-ltd/437,JCHAC
Banco Products (India) Ltd.,311.20,"4,451","2,35,337",https://www.etmoney.com/stocks/banco-products-india-ltd/386,BANCOINDIA
Ceigall India Ltd.,255.45,"4,450","2,00,389",https://www.etmoney.com/stocks/ceigall-india-ltd/4826,CEIGALL
Hindustan Construction Company Ltd.,26.46,"4,445","2,81,30,007",https://www.etmoney.com/stocks/hindustan-construction-company-ltd/441,HCC
Jana Small Finance Bank Ltd.,423.30,"4,434","1,62,360",https://www.etmoney.com/stocks/jana-small-finance-bank-ltd/4549,JSFB
Skipper Ltd.,419.60,"4,416","5,96,372",https://www.etmoney.com/stocks/skipper-ltd/746,SKIPPER
Pilani Investment and Industries Corporation Ltd.,"3,977.10","4,404","10,359",https://www.etmoney.com/stocks/pilani-investment-and-industries-corporation-ltd/2570,PILANIINVS
Bannari Amman Sugars Ltd.,"3,503.25","4,393","1,128",https://www.etmoney.com/stocks/bannari-amman-sugars-ltd/2470,BANARISUG
Styrenix Performance Materials Ltd.,"2,485.40","4,371","21,103",https://www.etmoney.com/stocks/styrenix-performance-materials-ltd/520,STYRENIX
Easy Trip Planners Ltd.,12.33,"4,370","2,62,22,860",https://www.etmoney.com/stocks/easy-trip-planners-ltd/2653,EASEMYTRIP
Avalon Technologies Ltd.,659.20,"4,361","4,95,373",https://www.etmoney.com/stocks/avalon-technologies-ltd/4338,AVALON
PTC India Ltd.,147.24,"4,358","18,29,514",https://www.etmoney.com/stocks/ptc-india-ltd/1363,PTC
Ahluwalia Contracts (India) Ltd.,646.45,"4,330","2,01,207",https://www.etmoney.com/stocks/ahluwalia-contracts-india-ltd/6,AHLUCONT
Hikal Ltd.,350.65,"4,324","1,13,453",https://www.etmoney.com/stocks/hikal-ltd/1306,HIKAL
Dynamatic Technologies Ltd.,"6,357.95","4,318","7,286",https://www.etmoney.com/stocks/dynamatic-technologies-ltd/748,DYNAMATECH
Optiemus Infracom Ltd.,494.70,"4,316","1,69,471",https://www.etmoney.com/stocks/optiemus-infracom-ltd/397,OPTIEMUS
Mas Financial Services Ltd.,237.60,"4,311","83,676",https://www.etmoney.com/stocks/mas-financial-services-ltd/2651,MASFIN
R Systems International Ltd.,363.80,"4,306","79,085",https://www.etmoney.com/stocks/r-systems-international-ltd/2344,RSYSTEMS
Rain Industries Ltd.,127.71,"4,295","10,60,012",https://www.etmoney.com/stocks/rain-industries-ltd/2518,RAIN
Goldiam International Ltd.,401.70,"4,290","28,15,208",https://www.etmoney.com/stocks/goldiam-international-ltd/843,GOLDIAM
Jain Irrigation Systems Ltd.,63.96,"4,286","40,89,051",https://www.etmoney.com/stocks/jain-irrigation-systems-ltd/147,JISLJALEQS
Sun Pharma Advanced Research Company Ltd.,131.60,"4,271","13,06,308",https://www.etmoney.com/stocks/sun-pharma-advanced-research-company-ltd/925,SPARC
National Fertilizers Ltd.,86.58,"4,247","15,56,165",https://www.etmoney.com/stocks/national-fertilizers-ltd/1771,NFL
Gujarat Alkalies & Chemicals Ltd.,575.35,"4,225","27,880",https://www.etmoney.com/stocks/gujarat-alkalies-and-chemicals-ltd/1483,GUJALKALI
Orchid Pharma Ltd.,832.95,"4,225","68,511",https://www.etmoney.com/stocks/orchid-pharma-ltd/2857,ORCHPHARMA
Enviro Infra Engineers Ltd.,240.55,"4,222","36,79,925",https://www.etmoney.com/stocks/enviro-infra-engineers-ltd/4949,EIEL
VRL Logistics Ltd.,479.45,"4,194","1,57,961",https://www.etmoney.com/stocks/vrl-logistics-ltd/663,VRLLOG
E2E Networks Ltd.,"2,101.75","4,194","30,632",https://www.etmoney.com/stocks/e2e-networks-ltd/4086,E2E
Zaggle Prepaid Ocean Services Ltd.,339.20,"4,167","22,72,291",https://www.etmoney.com/stocks/zaggle-prepaid-ocean-services-ltd/4438,ZAGGLE
Gokul Agro Resources Ltd.,279.85,"4,129","61,751",https://www.etmoney.com/stocks/gokul-agro-resources-ltd/1701,GOKULAGRO
Rolex Rings Ltd.,"1,515.70","4,128","52,234",https://www.etmoney.com/stocks/rolex-rings-ltd/3172,ROLEXRINGS
Bharat Rasayan Ltd.,"9,853.15","4,094","1,527",https://www.etmoney.com/stocks/bharat-rasayan-ltd/262,BHARATRAS
Rallis India Ltd.,209.23,"4,069","2,98,518",https://www.etmoney.com/stocks/rallis-india-ltd/2011,RALLIS
Vaibhav Global Ltd.,244.70,"4,068","6,06,705",https://www.etmoney.com/stocks/vaibhav-global-ltd/978,VAIBHAVGBL
Sunflag Iron & Steel Company Ltd.,223.20,"4,022","49,177",https://www.etmoney.com/stocks/sunflag-iron-and-steel-company-ltd/671,SUNFLAG
Dhani Services Ltd.,65.44,"4,006","31,96,903",https://www.etmoney.com/stocks/dhani-services-ltd/1696,DHANI
Gufic BioSciences Ltd.,398.20,"3,993","27,521",https://www.etmoney.com/stocks/gufic-biosciences-ltd/2571,GUFICBIO
Lux Industries Ltd.,"1,326.30","3,988","68,392",https://www.etmoney.com/stocks/lux-industries-ltd/2808,LUXIND
Kitex Garments Ltd.,199.76,"3,985","12,24,596",https://www.etmoney.com/stocks/kitex-garments-ltd/1002,KITEX
DB Corp Ltd.,222.85,"3,971","3,86,274",https://www.etmoney.com/stocks/db-corp-ltd/1210,DBCORP
MTAR Technologies Ltd.,"1,288.80","3,964","1,55,626",https://www.etmoney.com/stocks/mtar-technologies-ltd/1392,MTARTECH
Wonderla Holidays Ltd.,623.35,"3,953","86,320",https://www.etmoney.com/stocks/wonderla-holidays-ltd/1138,WONDERLA
LG Balakrishnan & Bros Ltd.,"1,232.20","3,930","6,117",https://www.etmoney.com/stocks/lg-balakrishnan-and-bros-ltd/2100,LGBBROSLTD
Borosil Ltd.,326.60,"3,902","2,59,038",https://www.etmoney.com/stocks/borosil-ltd/629,BOROLTD
Magellanic Cloud Ltd.,66.49,"3,886","6,04,465",https://www.etmoney.com/stocks/magellanic-cloud-ltd/170,MCLOUD
Cigniti Technologies Ltd.,"1,404.45","3,836","64,965",https://www.etmoney.com/stocks/cigniti-technologies-ltd/2346,CIGNITITEC
RPG Life Sciences Ltd.,"2,316.35","3,831","11,638",https://www.etmoney.com/stocks/rpg-life-sciences-ltd/1893,RPGLIFE
Bhagiradha Chemicals & Industries Ltd.,294.75,"3,822","1,13,399",https://www.etmoney.com/stocks/bhagiradha-chemicals-and-industries-ltd/2560,BHAGCHEM
Ashapura Minechem Ltd.,398.80,"3,810","3,77,146",https://www.etmoney.com/stocks/ashapura-minechem-ltd/1570,ASHAPURMIN
Hemisphere Properties India Ltd.,133.65,"3,809","5,85,936",https://www.etmoney.com/stocks/hemisphere-properties-india-ltd/1275,HEMIPROP
Thyrocare Technologies Ltd.,718.15,"3,806","17,950",https://www.etmoney.com/stocks/thyrocare-technologies-ltd/1984,THYROCARE
Imagicaaworld Entertainment Ltd.,69.55,"3,772","10,79,826",https://www.etmoney.com/stocks/imagicaaworld-entertainment-ltd/2922,IMAGICAA
Sequent Scientific Ltd.,150.08,"3,747","4,28,543",https://www.etmoney.com/stocks/sequent-scientific-ltd/1101,SEQUENT
Patel Engineering Ltd.,44.25,"3,736","26,00,424",https://www.etmoney.com/stocks/patel-engineering-ltd/1667,PATELENG
Polyplex Corporation Ltd.,"1,190.15","3,736","1,90,067",https://www.etmoney.com/stocks/polyplex-corporation-ltd/2706,POLYPLEX
Artemis Medicare Services Ltd.,271.35,"3,734","89,617",https://www.etmoney.com/stocks/artemis-medicare-services-ltd/1004,ARTEMISMED
Paisalo Digital Ltd.,41.12,"3,708","8,67,365",https://www.etmoney.com/stocks/paisalo-digital-ltd/1870,PAISALO
Subros Ltd.,567.40,"3,701","33,403",https://www.etmoney.com/stocks/subros-ltd/904,SUBROS
Indraprastha Medical Corporation Ltd.,402.80,"3,693","2,16,268",https://www.etmoney.com/stocks/indraprastha-medical-corporation-ltd/1663,INDRAMEDCO
